id,city,country,month,name,series,state,year,date,cun,location_type,location_path,latitude,longitude
disneys_animal_kingdom_yah,Orlando,United States,January,Disney's Animal Kingdom,yah,Florida,2015,2015-01-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
disneys_animal_kingdom_yah_2,Orlando,United States,September,Disney's Animal Kingdom v.2,yah,Florida,2017,2017-09-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
disneys_animal_kingdom_yaho,Orlando,United States,August,Disney's Animal Kingdom,yaho,Florida,2016,2016-08-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
disneys_animal_kingdom_yaho_2,Orlando,United States,November,Disney's Animal Kingdom v.2,yaho,Florida,2017,2017-11-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
disneys_hollywood studios_yah,Lake Buena Vista,United States,January,Disney's Hollywood Studios,yah,Florida,2015,2015-01-01,Lake Buena Vista,special,"Lake Buena Vista, Florida, United States",28.38034955,-81.5297578369267
disneys_hollywood_studios_bto,Lake Buena Vista,United States,July,Disney's Hollywood Studios,bto,Florida,2019,2019-07-01,Lake Buena Vista,special,"Lake Buena Vista, Florida, United States",28.38034955,-81.5297578369267
disneys_hollywood_studios_bts,Lake Buena Vista,United States,April,Disney's Hollywood Studios,bts,Florida,2019,2019-04-01,Lake Buena Vista,special,"Lake Buena Vista, Florida, United States",28.38034955,-81.5297578369267
disneys_hollywood_studios_yah_2,Lake Buena Vista,United States,January,Disney's Hollywood Studios v.2,yah,Florida,2017,2017-01-01,Lake Buena Vista,special,"Lake Buena Vista, Florida, United States",28.38034955,-81.5297578369267
disneys_hollywood_studios_yah_3,Lake Buena Vista,United States,September,Disney's Hollywood Studios v.3,yah,Florida,2017,2017-09-01,Lake Buena Vista,special,"Lake Buena Vista, Florida, United States",28.38034955,-81.5297578369267
disneys_hollywood_studios_yaho,Lake Buena Vista,United States,August,Disney's Hollywood Studios,yaho,Florida,2016,2016-08-01,Lake Buena Vista,special,"Lake Buena Vista, Florida, United States",28.38034955,-81.5297578369267
disneys_hollywood_studios_yaho_2,Lake Buena Vista,United States,October,Disney's Hollywood Studios v.2,yaho,Florida,2016,2016-10-01,Lake Buena Vista,special,"Lake Buena Vista, Florida, United States",28.38034955,-81.5297578369267
disneys_hollywood_studios_yaho_3,Lake Buena Vista,United States,November,Disney's Hollywood Studios v.3,yaho,Florida,2017,2017-11-01,Lake Buena Vista,special,"Lake Buena Vista, Florida, United States",28.38034955,-81.5297578369267
dongguan_icon,Dongguan,China,January,Dongguan,icon,,2011,2011-01-01,Dongguan,city,"Dongguan, China",23.0444712,113.74655120000001
dongguan_rlf,Dongguan,China,November,Dongguan Blue,rlf,,2016,2016-11-01,Dongguan,city,"Dongguan, China",23.0444712,113.74655120000001
dongguan_yah,Dongguan,China,June,Dongguan,yah,,2018,2018-06-01,Dongguan,city,"Dongguan, China",23.0444712,113.74655120000001
dresden_icon,Dresden,Germany,January,Dresden,icon,,2011,2011-01-01,Dresden,city,"Dresden, Germany",51.0493286,13.7381437
dresden_yah,Dresden,Germany,April,Dresden,yah,,2017,2017-04-01,Dresden,city,"Dresden, Germany",51.0493286,13.7381437
dubai_icon,Dubai,United Arab Emirates,January,Dubai,icon,,2010,2010-01-01,Dubai,city,"Dubai, United Arab Emirates",25.0750095,55.1887608818332
dubai_yah,Dubai,United Arab Emirates,July,Dubai,yah,,2016,2016-07-01,Dubai,city,"Dubai, United Arab Emirates",25.0750095,55.1887608818332
dublin_icon,Dublin,Ireland,January,Dublin,icon,,2009,2009-01-01,Dublin,city,"Dublin, Ireland",53.3497645,-6.2602732
dublin_yah,Dublin,Ireland,May,Dublin,yah,,2019,2019-05-01,Dublin,city,"Dublin, Ireland",53.3497645,-6.2602732
durban_yah,Durban,South Africa,November,Durban,yah,,2017,2017-11-01,Durban,city,"Durban, South Africa",-29.861825,31.009909000000004
dusseldorf_icon,Dusseldorf,Germany,January,Düsseldorf,icon,,2009,2009-01-01,Duesseldorf,city,"Dusseldorf, Germany",51.2254018,6.7763137
dusseldorf_yah,Dusseldorf,Germany,September,Düsseldorf,yah,,2017,2017-09-01,Duesseldorf,city,"Dusseldorf, Germany",51.2254018,6.7763137
edinburgh_icon,Edinburgh,United Kingdom,January,Edinburgh,icon,Scotland,2009,2009-01-01,Edinburgh,city,"Edinburgh, Scotland, United Kingdom",55.9533456,-3.1883749
edinburgh_yah,Edinburgh,United Kingdom,June,Edinburgh,yah,Scotland,2016,2016-06-01,Edinburgh,city,"Edinburgh, Scotland, United Kingdom",55.9533456,-3.1883749
edmonton_bts,Edmonton,Canada,May,Edmonton,bts,Alberta,2018,2018-05-01,Edmonton,city,"Edmonton, Alberta, Canada",53.535410999999996,-113.50799599999999
edmonton_icon,Edmonton,Canada,January,Edmonton,icon,Alberta,2009,2009-01-01,Edmonton,city,"Edmonton, Alberta, Canada",53.535410999999996,-113.50799599999999
edmonton_yah,Edmonton,Canada,April,Edmonton,yah,Alberta,2013,2013-04-01,Edmonton,city,"Edmonton, Alberta, Canada",53.535410999999996,-113.50799599999999
egypt_icon,,Egypt,January,Egypt,icon,,2009,2009-01-01,,country,Egypt,26.254049300000002,29.2675469
egypt_yahx,,Egypt,December,Egypt,yahx,,2018,2018-12-01,,country,Egypt,26.254049300000002,29.2675469
el_salvador_bts,,El Salvador,December,El Salvador,bts,,2018,2018-12-01,,country,El Salvador,13.800038199999998,-88.9140683
el_salvador_icon,,El Salvador,January,El Salvador,icon,,2011,2011-01-01,,country,El Salvador,13.800038199999998,-88.9140683
england_icon,,United Kingdom,January,England,icon,England,2009,2009-01-01,,state,"England, United Kingdom",52.795479099999994,-0.5402402866174321
england_icon_2,,United Kingdom,January,England v.2,icon,England,2010,2010-01-01,,state,"England, United Kingdom",52.795479099999994,-0.5402402866174321
england_icon_3,,United Kingdom,January,England v.3,icon,England,2015,2015-01-01,,state,"England, United Kingdom",52.795479099999994,-0.5402402866174321
england_yah,,United Kingdom,September,England,yah,England,2017,2017-09-01,,state,"England, United Kingdom",52.795479099999994,-0.5402402866174321
england_yaho,,England,June,England,yaho,,2019,2019-06-01,,country,England,52.795479099999994,-0.5402402866174321
england_yahox,,United Kingdom,November,England,yahox,England,2018,2018-11-01,,state,"England, United Kingdom",52.795479099999994,-0.5402402866174321
england_yahx,,United Kingdom,November,England,yahx,England,2018,2018-11-01,,state,"England, United Kingdom",52.795479099999994,-0.5402402866174321
ensenada_bts,Ensenada,Mexico,August,Ensenada,bts,Baja California,2018,2018-08-01,Ensenada,city,"Ensenada, Baja California, Mexico",30.192766100000004,-115.23146257799401
ensenada_icon,Ensenada,Mexico,January,Ensenada,icon,Baja California,2011,2011-01-01,Ensenada,city,"Ensenada, Baja California, Mexico",30.192766100000004,-115.23146257799401
epcot_bto,Orlando,United States,July,Epcot,bto,Florida,2019,2019-07-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
epcot_bts,Orlando,United States,April,Epcot,bts,Florida,2019,2019-04-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
epcot_yah,Orlando,United States,January,Epcot,yah,Florida,2015,2015-01-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
epcot_yah_2,Orlando,United States,April,Epcot v.2,yah,Florida,2015,2015-04-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
epcot_yah_3,Orlando,United States,October,Epcot v.3,yah,Florida,2017,2017-10-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
epcot_yaho,Orlando,United States,August,Epcot,yaho,Florida,2016,2016-08-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
epcot_yaho_2,Orlando,United States,November,Epcot v.2,yaho,Florida,2017,2017-11-01,Orlando,special,"Orlando, Florida, United States",28.5421097,-81.37903879999999
finland_icon,,Finland,January,Finland,icon,,2012,2012-01-01,,country,Finland,63.2467777,25.9209164
finland_yah,,Finland,August,Finland,yah,,2018,2018-08-01,,country,Finland,63.2467777,25.9209164
finland_yaho,,Finland,October,Finland,yaho,,2019,2019-10-01,,country,Finland,63.2467777,25.9209164
florida_bto,,United States,August,Florida,bto,Florida,2018,2018-08-01,,state,"Florida, United States",27.7567667,-81.4639835
florida_bts,,United States,March,Florida,bts,Florida,2018,2018-03-01,,state,"Florida, United States",27.7567667,-81.4639835
florida_btx,,United States,November,Florida,btx,Florida,2018,2018-11-01,,state,"Florida, United States",27.7567667,-81.4639835
florida_icon,,United States,January,Florida,icon,Florida,2009,2009-01-01,,state,"Florida, United States",27.7567667,-81.4639835
florida_yah,,United States,March,Florida,yah,Florida,2013,2013-03-01,,state,"Florida, United States",27.7567667,-81.4639835
florida_yaho,,United States,August,Florida,yaho,Florida,2016,2016-08-01,,state,"Florida, United States",27.7567667,-81.4639835
florida_yahox,,United States,November,Florida,yahox,Florida,2014,2014-11-01,,state,"Florida, United States",27.7567667,-81.4639835
fort_worth_icon,Fort Worth,United States,January,Fort Worth,icon,Texas,2008,2008-01-01,Fort Worth,city,"Fort Worth, Texas, United States",32.753177,-97.3327459
foshan_icon,Foshan,China,January,Foshan,icon,,2010,2010-01-01,Foshan,city,"Foshan, China",23.0247687,113.1146335
foshan_rlf,Foshan,China,November,Foshan Blue,rlf,,2016,2016-11-01,Foshan,city,"Foshan, China",23.0247687,113.1146335
foshan_yah,Foshan,China,June,Foshan,yah,,2018,2018-06-01,Foshan,city,"Foshan, China",23.0247687,113.1146335
france_icon,,France,January,France,icon,,2009,2009-01-01,,country,France,46.603353999999996,1.8883334999999999
france_yah,,France,August,France,yah,,2017,2017-08-01,,country,France,46.603353999999996,1.8883334999999999
france_yaho,,France,June,France,yaho,,2019,2019-06-01,,country,France,46.603353999999996,1.8883334999999999
france_yahox,,France,October,France,yahox,,2018,2018-10-01,,country,France,46.603353999999996,1.8883334999999999
france_yahx,,France,October,France,yahx,,2018,2018-10-01,,country,France,46.603353999999996,1.8883334999999999
frankfurt_icon,Frankfurt am Main,Germany,January,Frankfurt,icon,,2009,2009-01-01,Frankfurt am Main,city,"Frankfurt am Main, Germany",50.1106444,8.682091699999999
frankfurt_yah,Frankfurt am Main,Germany,August,Frankfurt,yah,,2016,2016-08-01,Frankfurt am Main,city,"Frankfurt am Main, Germany",50.1106444,8.682091699999999
freiburg_icon,Freiburg,Germany,January,Freiburg,icon,,2009,2009-01-01,Freiburg,city,"Freiburg, Germany",47.9960901,7.849400500000001
fuzhou_icon,Fuzhou,China,January,Fuzhou,icon,,2010,2010-01-01,Fuzhou,city,"Fuzhou, China",26.0774954,119.29182150000001
fuzhou_rlf,Fuzhou,China,November,Fuzhou Blue,rlf,,2016,2016-11-01,Fuzhou,city,"Fuzhou, China",26.0774954,119.29182150000001
fuzhou_yah,Fuzhou,China,June,Fuzhou,yah,,2018,2018-06-01,Fuzhou,city,"Fuzhou, China",26.0774954,119.29182150000001
ganzhou_yah,Ganzhou,China,March,Ganzhou,yah,,2019,2019-03-01,Ganzhou,city,"Ganzhou, China",25.8222423,114.91567109999998
gdansk_icon,Gdansk,Poland,January,Gdańsk,icon,,2010,2010-01-01,Gdansk,city,"Gdansk, Poland",54.347629000000005,18.645232399999998
gdynia_icon,Gdynia,Poland,January,Gdynia,icon,,2011,2011-01-01,Gdynia,city,"Gdynia, Poland",54.51649820000001,18.5402738
general_santos_icon,General Santos,Philippines,January,General Santos,icon,,2016,2016-01-01,General Santos,city,"General Santos, Philippines",6.112331,125.17171450000001
geneva_icon,Geneva,Switzerland,January,Geneva,icon,,2009,2009-01-01,Geneve,city,"Geneva, Switzerland",46.2017559,6.146601400000001
geneva_yah,Geneva,Switzerland,February,Geneva,yah,,2018,2018-02-01,Geneve,city,"Geneva, Switzerland",46.2017559,6.146601400000001
gent_icon,Gent,Belgium,January,Gent,icon,,2012,2012-01-01,Gent,city,"Gent, Belgium",51.0538286,3.7250121
genting_highlands_yah,,Malaysia,September,Genting Highlands,yah,,2018,2018-09-01,,country,Malaysia,4.5693754,102.2656823
georgia_bto,,United States,August,Georgia,bto,Georgia,2018,2018-08-01,,state,"Georgia, United States",32.329380900000004,-83.1137366
georgia_bts,,United States,March,Georgia,bts,Georgia,2018,2018-03-01,,state,"Georgia, United States",32.329380900000004,-83.1137366
germany_icon,,Germany,January,Germany,icon,,2009,2009-01-01,,country,Germany,51.0834196,10.4234469
germany_icon_2,,Germany,January,Germany v.2,icon,,2015,2015-01-01,,country,Germany,51.0834196,10.4234469
germany_yah,,Germany,February,Germany,yah,,2018,2018-02-01,,country,Germany,51.0834196,10.4234469
germany_yaho,,Germany,February,Germany,yaho,,2019,2019-02-01,,country,Germany,51.0834196,10.4234469
germany_yahox,,Germany,November,Germany,yahox,,2018,2018-11-01,,country,Germany,51.0834196,10.4234469
germany_yahx,,Germany,November,Germany,yahx,,2018,2018-11-01,,country,Germany,51.0834196,10.4234469
glasgow_icon,Glasgow,United Kingdom,January,Glasgow,icon,Scotland,2012,2012-01-01,Glasgow,city,"Glasgow, Scotland, United Kingdom",55.86113889999999,-4.2501672
glasgow_yah,Glasgow,United Kingdom,September,Glasgow,yah,Scotland,2017,2017-09-01,Glasgow,city,"Glasgow, Scotland, United Kingdom",55.86113889999999,-4.2501672
gold_coast_icon,Gold Coast,Australia,January,Gold Coast,icon,Queensland,2008,2008-01-01,Gold Coast,city,"Gold Coast, Queensland, Australia",-28.002373100000003,153.4145987
gold_coast_rlf,Gold Coast,Australia,January,Gold Coast,rlf,,2016,2016-01-01,Gold Coast,city,"Gold Coast, Australia",-28.002373100000003,153.4145987
gold_coast_rlf_2,Gold Coast,Australia,November,Gold Coast Green,rlf,,2016,2016-11-01,Gold Coast,city,"Gold Coast, Australia",-28.002373100000003,153.4145987
gold_coast_yah,Gold Coast,Australia,October,Gold Coast,yah,Queensland,2016,2016-10-01,Gold Coast,city,"Gold Coast, Queensland, Australia",-28.002373100000003,153.4145987
gothenburg_icon,Gothenburg,Sweden,January,Gothenburg,icon,,2012,2012-01-01,Goeteborg,city,"Gothenburg, Sweden",57.7072326,11.9670171
greece_icon,,Greece,January,Greece,icon,,2009,2009-01-01,,country,Greece,38.995368299999996,21.987713199999998
greece_yah,,Greece,March,Greece,yah,,2018,2018-03-01,,country,Greece,38.995368299999996,21.987713199999998
greece_yaho,,Greece,March,Greece,yaho,,2019,2019-03-01,,country,Greece,38.995368299999996,21.987713199999998
greece_yahx,,Greece,October,Greece,yahx,,2018,2018-10-01,,country,Greece,38.995368299999996,21.987713199999998
groningen_icon,Groningen,Netherlands,January,Groningen,icon,,2012,2012-01-01,Groningen,city,"Groningen, Netherlands",53.22179250000001,6.558245334798531
guadalajara_bts,Guadalajara,Mexico,August,Guadalajara,bts,Jalisco,2018,2018-08-01,Guadalajara,city,"Guadalajara, Jalisco, Mexico",20.6720375,-103.3383962
guadalajara_icon,Guadalajara,Mexico,January,Guadalajara,icon,Jalisco,2009,2009-01-01,Guadalajara,city,"Guadalajara, Jalisco, Mexico",20.6720375,-103.3383962
guadalajara_icon_2,Guadalajara,Mexico,January,Guadalajara v.2,icon,Jalisco,2017,2017-01-01,Guadalajara,city,"Guadalajara, Jalisco, Mexico",20.6720375,-103.3383962
guanajuato_bts,Guanajuato,Mexico,January,Guanajuato,bts,Guanajuato,2019,2019-01-01,Guanajuato,city,"Guanajuato, Guanajuato, Mexico",21.02405745,-101.24278280175301
guanajuato_icon,Guanajuato,Mexico,January,Guanajuato,icon,Guanajuato,2009,2009-01-01,Guanajuato,city,"Guanajuato, Guanajuato, Mexico",21.02405745,-101.24278280175301
guanajuato_icon_2,Guanajuato,Mexico,January,Guanajuato v.2,icon,Guanajuato,2011,2011-01-01,Guanajuato,city,"Guanajuato, Guanajuato, Mexico",21.02405745,-101.24278280175301
guangzhou_icon,Guangzhou,China,January,Guangzhou,icon,,2008,2008-01-01,Guangzhou,city,"Guangzhou, China",23.1301964,113.25929450000001
guangzhou_rlf,Guangzhou,China,January,Guangzhou Blue,rlf,,2014,2014-01-01,Guangzhou,city,"Guangzhou, China",23.1301964,113.25929450000001
guangzhou_rlf_2,Guangzhou,China,November,Guangzhou Gold,rlf,,2014,2014-11-01,Guangzhou,city,"Guangzhou, China",23.1301964,113.25929450000001
guangzhou_rlf_3,Guangzhou,China,November,Guangzhou Green,rlf,,2015,2015-11-01,Guangzhou,city,"Guangzhou, China",23.1301964,113.25929450000001
guangzhou_rlf_4,Guangzhou,China,November,Guangzhou Silver,rlf,,2016,2016-11-01,Guangzhou,city,"Guangzhou, China",23.1301964,113.25929450000001
guangzhou_yah,Guangzhou,China,September,Guangzhou,yah,,2017,2017-09-01,Guangzhou,city,"Guangzhou, China",23.1301964,113.25929450000001
guatemala_bts,,Guatemala,January,Guatemala,bts,,2019,2019-01-01,,country,Guatemala,15.635608800000002,-89.8988087
guatemala_icon,,Guatemala,January,Guatemala,icon,,2010,2010-01-01,,country,Guatemala,15.635608800000002,-89.8988087
guatemala_icon_2,,Guatemala,January,Guatemala v.2,icon,,2017,2017-01-01,,country,Guatemala,15.635608800000002,-89.8988087
guilin_icon,Guilin,China,January,Guilin,icon,,2014,2014-01-01,Guilin,city,"Guilin, China",25.2777506,110.291804
guilin_yah,Guilin,China,June,Guilin,yah,,2018,2018-06-01,Guilin,city,"Guilin, China",25.2777506,110.291804
guiyang_icon,Guiyang,China,January,Guiyang,icon,,2014,2014-01-01,Guiyang,city,"Guiyang, China",26.581411199999998,106.7052544
guiyang_yah,Guiyang,China,August,Guiyang,yah,,2018,2018-08-01,Guiyang,city,"Guiyang, China",26.581411199999998,106.7052544
gyeongju_rlf,Gyeongju,South Korea,January,Gyeongju,rlf,,2014,2014-01-01,Gyeongju,city,"Gyeongju, South Korea",35.8556705,129.2248811
hai_phong_yah,Hai Phong,Vietnam,March,Hai Phong,yah,,2018,2018-03-01,Haiphong,city,"Hai Phong, Vietnam",20.858864,106.6749591
haikou_icon,Haikou,China,January,Haikou,icon,,2012,2012-01-01,Haikou,city,"Haikou, China",20.0423626,110.3409936
haikou_yah,Haikou,China,December,Haikou,yah,,2018,2018-12-01,Haikou,city,"Haikou, China",20.0423626,110.3409936
hamburg_icon,Hamburg,Germany,January,Hamburg,icon,,2009,2009-01-01,Hamburg,city,"Hamburg, Germany",53.550341,10.000653999999999
hamburg_yah,Hamburg,Germany,June,Hamburg,yah,,2016,2016-06-01,Hamburg,city,"Hamburg, Germany",53.550341,10.000653999999999
hamptons_icon,,United States,January,Hamptons,icon,New York,2010,2010-01-01,,state,"New York, United States",40.7127281,-74.0060152
hangzhou_icon,Hangzhou,China,January,Hangzhou,icon,,2011,2011-01-01,Hangzhou,city,"Hangzhou, China",30.248963399999997,120.20523419999999
hangzhou_rlf,Hangzhou,China,January,Hangzhou Blue,rlf,,2013,2013-01-01,Hangzhou,city,"Hangzhou, China",30.248963399999997,120.20523419999999
hangzhou_rlf_2,Hangzhou,China,November,Hangzhou Silver,rlf,,2016,2016-11-01,Hangzhou,city,"Hangzhou, China",30.248963399999997,120.20523419999999
hangzhou_yah,Hangzhou,China,September,Hangzhou,yah,,2017,2017-09-01,Hangzhou,city,"Hangzhou, China",30.248963399999997,120.20523419999999
hangzhou_yahx,Hangzhou,China,November,Hangzhou,yahx,,2017,2017-11-01,Hangzhou,city,"Hangzhou, China",30.248963399999997,120.20523419999999
hannover_icon,Hannover,Germany,January,Hannover,icon,,2010,2010-01-01,Hannover,city,"Hannover, Germany",52.374477899999995,9.738553199999998
hanoi_icon,Hanoi,Vietnam,January,Hanoi,icon,,2014,2014-01-01,Hanoi,city,"Hanoi, Vietnam",21.029449800000002,105.85444409999998
hanoi_yah,Hanoi,Vietnam,August,Hanoi,yah,,2016,2016-08-01,Hanoi,city,"Hanoi, Vietnam",21.029449800000002,105.85444409999998
hanoi_yaho,Hanoi,Vietnam,August,Hanoi,yaho,,2016,2016-08-01,Hanoi,city,"Hanoi, Vietnam",21.029449800000002,105.85444409999998
harbin_icon,Harbin,China,January,Harbin,icon,,2011,2011-01-01,Harbin,city,"Harbin, China",45.7656666,126.6160584
harbin_rlf,Harbin,China,November,Harbin Blue,rlf,,2016,2016-11-01,Harbin,city,"Harbin, China",45.7656666,126.6160584
harbin_yah,Harbin,China,September,Harbin,yah,,2017,2017-09-01,Harbin,city,"Harbin, China",45.7656666,126.6160584
hawaii_bto,,United States,August,Hawaii,bto,Hawaii,2018,2018-08-01,,state,"Hawaii, United States",21.2160437,-157.975203
hawaii_bts,,United States,March,Hawaii,bts,Hawaii,2018,2018-03-01,,state,"Hawaii, United States",21.2160437,-157.975203
hawaii_btx,,United States,November,Hawaii,btx,Hawaii,2018,2018-11-01,,state,"Hawaii, United States",21.2160437,-157.975203
hawaii_icon,,United States,January,Hawaii,icon,Hawaii,2008,2008-01-01,,state,"Hawaii, United States",21.2160437,-157.975203
hawaii_yah,,United States,March,Hawaii,yah,Hawaii,2013,2013-03-01,,state,"Hawaii, United States",21.2160437,-157.975203
hawaii_yaho,,United States,August,Hawaii,yaho,Hawaii,2016,2016-08-01,,state,"Hawaii, United States",21.2160437,-157.975203
hawaii_yahox,,United States,November,Hawaii,yahox,Hawaii,2014,2014-11-01,,state,"Hawaii, United States",21.2160437,-157.975203
hawaii_yahx,,United States,November,Hawaii,yahx,Hawaii,2014,2014-11-01,,state,"Hawaii, United States",21.2160437,-157.975203
hefei_icon,Hefei,China,January,Hefei,icon,,2011,2011-01-01,Hefei,city,"Hefei, China",31.822809399999997,117.2218033
hefei_yah,Hefei,China,June,Hefei,yah,,2018,2018-06-01,Hefei,city,"Hefei, China",31.822809399999997,117.2218033
heidelberg_icon,Heidelberg,Germany,January,Heidelberg,icon,,2011,2011-01-01,Heidelberg,city,"Heidelberg, Germany",49.40935820000001,8.694724
heidelberg_yah,Heidelberg,Germany,March,Heidelberg,yah,,2018,2018-03-01,Heidelberg,city,"Heidelberg, Germany",49.40935820000001,8.694724
helsinki_icon,Helsinki,Finland,January,Helsinki,icon,,2013,2013-01-01,Helsinki,city,"Helsinki, Finland",60.1674086,24.9425683
helsinki_yah,Helsinki,Finland,February,Helsinki,yah,,2018,2018-02-01,Helsinki,city,"Helsinki, Finland",60.1674086,24.9425683
hengyang_yah,Hengyang,China,October,Hengyang,yah,,2019,2019-10-01,Hengyang,city,"Hengyang, China",26.9018019,112.60585900000001
hilversum_icon,Hilversum,Netherlands,January,Hilversum,icon,,2014,2014-01-01,Hilversum,city,"Hilversum, Netherlands",52.23158695,5.17349360239234
ho_chi_minh_city_icon,Ho Chi Minh City,Vietnam,January,Ho Chi Minh City,icon,,2013,2013-01-01,Ho Chi Minh City,city,"Ho Chi Minh City, Vietnam",10.649745199999998,106.761979373444
ho_chi_minh_city_yah,Ho Chi Minh City,Vietnam,August,Ho Chi Minh City,yah,,2016,2016-08-01,Ho Chi Minh City,city,"Ho Chi Minh City, Vietnam",10.649745199999998,106.761979373444
ho_chi_minh_city_yaho,Ho Chi Minh City,Vietnam,August,Ho Chi Minh City,yaho,,2016,2016-08-01,Ho Chi Minh City,city,"Ho Chi Minh City, Vietnam",10.649745199999998,106.761979373444
hohhot_icon,Hohhot,China,January,Hohhot,icon,,2013,2013-01-01,Hohhot,city,"Hohhot, China",40.833796299999996,111.6730788
hohhot_yah,Hohhot,China,June,Hohhot,yah,,2018,2018-06-01,Hohhot,city,"Hohhot, China",40.833796299999996,111.6730788
hong_kong_icon,Hong Kong,Hong Kong,January,Hong Kong,icon,,2008,2008-01-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
hong_kong_rlf,Hong Kong,Hong Kong,January,Hong Kong,rlf,,2013,2013-01-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
hong_kong_rlf_2,Hong Kong,Hong Kong,November,Hong Kong Red,rlf,,2013,2013-11-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
hong_kong_rlf_3,Hong Kong,Hong Kong,November,Hong Kong Gold,rlf,,2014,2014-11-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
hong_kong_rlf_4,Hong Kong,Hong Kong,November,Hong Kong Green,rlf,,2015,2015-11-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
hong_kong_rlf_5,Hong Kong,Hong Kong,November,Hong Kong Silver,rlf,,2016,2016-11-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
hong_kong_rlf_6,Hong Kong,Hong Kong,November,Hong Kong v.2,rlf,,2017,2017-11-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
hong_kong_yah,Hong Kong,Hong Kong,September,Hong Kong,yah,,2016,2016-09-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
hong_kong_yaho,Hong Kong,Hong Kong,August,Hong Kong,yaho,,2016,2016-08-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
hong_kong_yahx,Hong Kong,Hong Kong,October,Hong Kong,yahx,,2017,2017-10-01,Hong Kong,city,"Hong Kong, Hong Kong",22.350627,114.18491609999998
houston_bto,Houston,United States,August,Houston,bto,Texas,2018,2018-08-01,Houston,city,"Houston, Texas, United States",29.7589382,-95.36769740000001
houston_bts,Houston,United States,April,Houston,bts,Texas,2018,2018-04-01,Houston,city,"Houston, Texas, United States",29.7589382,-95.36769740000001
houston_icon,Houston,United States,January,Houston,icon,Texas,2008,2008-01-01,Houston,city,"Houston, Texas, United States",29.7589382,-95.36769740000001
houston_yah,Houston,United States,April,Houston,yah,Texas,2013,2013-04-01,Houston,city,"Houston, Texas, United States",29.7589382,-95.36769740000001
houston_yaho,Houston,United States,August,Houston,yaho,Texas,2016,2016-08-01,Houston,city,"Houston, Texas, United States",29.7589382,-95.36769740000001
hsinchu_rlf,Hsinchu,Taiwan,January,Hsinchu,rlf,,2013,2013-01-01,Hsinchu,city,"Hsinchu, Taiwan",24.8066333,120.96868329999998
hsinchu_rlf_2,Hsinchu,Taiwan,November,Hsinchu Gold,rlf,,2014,2014-11-01,Hsinchu,city,"Hsinchu, Taiwan",24.8066333,120.96868329999998
hsinchu_rlf_3,Hsinchu,Taiwan,November,Hsinchu Green,rlf,,2015,2015-11-01,Hsinchu,city,"Hsinchu, Taiwan",24.8066333,120.96868329999998
huizhou_icon,Huizhou,China,January,Huizhou,icon,,2014,2014-01-01,Huizhou,city,"Huizhou, China",29.831086100000004,118.33584409999999
huizhou_yah,Huizhou,China,December,Huizhou,yah,,2018,2018-12-01,Huizhou,city,"Huizhou, China",29.831086100000004,118.33584409999999
hungary_icon,,Hungary,January,Hungary,icon,,2010,2010-01-01,,country,Hungary,47.1817585,19.5060937
hungary_yah,,Hungary,March,Hungary,yah,,2019,2019-03-01,,country,Hungary,47.1817585,19.5060937
hungary_yaho,,Hungary,May,Hungary,yaho,,2019,2019-05-01,,country,Hungary,47.1817585,19.5060937
hungary_yahx,,Hungary,November,Hungary,yahx,,2018,2018-11-01,,country,Hungary,47.1817585,19.5060937
idaho_bto,,United States,August,Idaho,bto,Idaho,2018,2018-08-01,,state,"Idaho, United States",43.644764200000004,-114.0154071
idaho_bts,,United States,March,Idaho,bts,Idaho,2018,2018-03-01,,state,"Idaho, United States",43.644764200000004,-114.0154071
illinois_bto,,United States,August,Illinois,bto,Illinois,2018,2018-08-01,,state,"Illinois, United States",40.079660600000004,-89.4337288
illinois_bts,,United States,March,Illinois v.1,bts,Illinois,2018,2018-03-01,,state,"Illinois, United States",40.079660600000004,-89.4337288
illinois_bts_2,,United States,April,Illinois v.2,bts,Illinois,2019,2019-04-01,,state,"Illinois, United States",40.079660600000004,-89.4337288
